tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59308.517222200055,1554517220815015002,2,1554517220815,19.098696,1,1554,5.6227355,18.830809,19.2433,0.13185248,0.3961,338.1928484,23.9438036,0.7871429,t17_f5_c3,19.0215,0.414,True,False,False,correction_0.0.1,0.0,0.9999995,645120208.0,ZTF21aarakan
ztf,59308.51964120008,1554519640815015000,2,1554519640815,19.261724,1,1554,6.064138,19.13246,19.0952,0.1756916,0.2942,338.1928704,23.9436718,0.7285714,t17_f5_c3,18.8415,0.299,True,False,False,correction_0.0.1,0.0,0.99900526,645120208.0,ZTF21aarakan
ztf,59308.522060200106,1554522060815015001,2,1554522060815,19.063438,1,1554,5.873652,19.112865,19.4386,0.17975232,0.5357,338.1928419,23.9437142,0.7614286,t17_f5_c3,19.5275,0.7461,True,False,False,correction_0.0.1,0.0,0.9999997,645120208.0,ZTF21aarakan
ztf,59309.514027799945,1555514020815015002,2,1555514020815,19.479027,1,1555,5.857758,19.159327,19.5651,0.17111509,0.3446,338.192942,23.9437779,0.85,t17_f5_c3,19.584,0.4496,True,False,False,correction_0.0.1,0.0,0.9999783,645120208.0,ZTF21aarakan
ztf,59310.51443290012,1556514430815015001,2,1556514430815,19.610321,1,1556,5.816674,19.104324,18.9445,0.13806616,0.1789,338.1928453,23.9437399,0.80857146,t17_f5_c3,19.0301,0.2475,True,False,False,correction_0.0.1,0.0,0.99998546,645120208.0,ZTF21aarakan
ztf,59310.516851900145,1556516850815015000,2,1556516850815,19.559298,1,1556,6.0278053,19.219652,19.1849,0.1360678,0.2404,338.1928649,23.9436799,0.89857143,t17_f5_c3,19.1622,0.3014,True,False,False,correction_0.0.1,0.0,0.99999166,645120208.0,ZTF21aarakan
ztf,59310.51928240014,1556519280815015002,2,1556519280815,19.516014,1,1556,5.797046,19.189163,19.3058,0.14338629,0.3071,338.1928331,23.9437391,0.94142854,t17_f5_c3,19.7407,0.5865,True,False,False,correction_0.0.1,0.0,0.99999976,645120208.0,ZTF21aarakan
ztf,59310.52170140017,1556521700815015000,2,1556521700815,19.259838,1,1556,5.7183733,19.434277,19.5534,0.18651545,0.4588,338.1927407,23.9437186,0.7985714,t17_f5_c3,19.6185,0.6246,True,False,False,correction_0.0.1,0.0,0.9999943,645120208.0,ZTF21aarakan
ztf,59311.51304400014,1557513040815015001,2,1557513040815,19.576094,1,1557,5.9174476,19.175503,19.1087,0.15357597,0.2158,338.1928003,23.9436647,0.74857146,t17_f5_c3,19.0864,0.271,True,False,False,correction_0.0.1,0.0,0.99999976,645120208.0,ZTF21aarakan
ztf,59311.51789350016,1557517890815015001,2,1557517890815,19.3633,1,1557,5.94368,19.2131,18.7636,0.159416,0.2098,338.1928186,23.943685,0.568571,t17_f5_c3,18.5853,0.2281,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59312.5121065001,1558512100815015003,2,1558512100815,19.610392,1,1558,5.8615203,19.506271,19.3112,0.16614968,0.2514,338.1927801,23.9436901,0.85714287,t17_f5_c3,19.2605,0.3068,True,False,False,correction_0.0.1,0.0,0.9999926,645120208.0,ZTF21aarakan
ztf,59312.51695600012,1558516950815015002,2,1558516950815,19.458742,1,1558,5.9997296,19.265553,19.3047,0.1678069,0.3068,338.1928453,23.9436793,0.92285717,t17_f5_c3,19.234,0.3687,True,False,False,correction_0.0.1,0.0,0.99999976,645120208.0,ZTF21aarakan
ztf,59312.51937500015,1558519370815015001,2,1558519370815,19.337343,1,1558,5.8082166,19.362915,19.7294,0.17965375,0.5416,338.1928126,23.9437245,0.8457143,t17_f5_c3,19.8522,0.7776,True,False,False,correction_0.0.1,0.0,0.999882,645120208.0,ZTF21aarakan
ztf,59313.51237270003,1559512370815015000,2,1559512370815,19.518354,1,1559,6.1873407,19.284966,18.918,0.19963247,0.2025,338.1928905,23.9436393,0.61142856,t17_f5_c3,18.9227,0.2607,True,False,False,correction_0.0.1,0.0,0.99999225,645120208.0,ZTF21aarakan
ztf,59313.51472220011,1559514720815015002,2,1559514720815,19.402672,1,1559,5.8067975,19.49399,19.4806,0.19251171,0.3852,338.1927625,23.943681,0.7985714,t17_f5_c3,19.2954,0.4154,True,False,False,correction_0.0.1,0.0,0.999997,645120208.0,ZTF21aarakan
ztf,59313.51708329981,1559517080815015000,2,1559517080815,19.34961,1,1559,5.4962754,19.287085,19.2939,0.17678349,0.3683,338.1928328,23.9438336,0.9028571,t17_f5_c3,19.3941,0.5174,True,False,False,correction_0.0.1,0.0,0.99999905,645120208.0,ZTF21aarakan
ztf,59313.51944439998,1559519440815015002,2,1559519440815,19.1743,1,1559,5.65406,19.149,18.6607,0.177059,0.25,338.1927584,23.9437501,0.668571,t17_f5_c3,18.8071,0.3666,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59314.51131939981,1560511310815015002,2,1560511310815,19.690044,1,1560,5.611035,19.434687,19.6952,0.13882357,0.382,338.1927647,23.9437645,0.9042857,t17_f5_c3,19.7143,0.4967,True,False,False,correction_0.0.1,0.0,0.99999845,645120208.0,ZTF21aarakan
ztf,59314.51131939981,1560511310815025002,2,1560511310815,19.69,1,1560,5.61103,19.4347,19.6952,0.138824,0.382,338.1927647,23.9437645,0.904286,t17_f5_c3,19.7143,0.4967,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59314.51366900001,1560513660815025001,2,1560513660815,19.43,1,1560,6.35942,19.6316,19.9978,0.238045,0.5796,338.1929866,23.9436407,0.744286,t17_f5_c3,19.8427,0.646,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59316.50787039986,1562507870815015003,2,1562507870815,19.88615,1,1562,6.1311088,19.673262,19.7948,0.14808668,0.3486,338.1928897,23.9436595,0.89857143,t17_f5_c3,19.6158,0.3793,True,False,False,correction_0.0.1,0.0,0.99999446,645120208.0,ZTF21aarakan
ztf,59316.510266200174,1562510260815015002,2,1562510260815,19.967344,1,1562,5.924119,19.884912,20.1733,0.1978865,0.5178,338.1927973,23.9436708,0.7728571,t17_f5_c3,20.1024,0.6197,True,False,False,correction_0.0.1,0.0,0.99989426,645120208.0,ZTF21aarakan
ztf,59316.51266200002,1562512660815015001,2,1562512660815,19.5651,1,1562,5.80921,19.5126,19.4177,0.217409,0.3091,338.1927571,23.9436361,0.781429,t17_f5_c3,19.7543,0.5398,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59316.5150462999,1562515040815015002,2,1562515040815,19.5212,1,1562,5.73699,19.8055,19.3559,0.250755,0.3411,338.1927568,23.9437201,0.604286,t17_f5_c3,20.0362,0.8169,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59320.49473380018,1566494730815015004,2,1566494730815,19.841059,1,1566,5.809807,19.79396,19.4533,0.21690834,0.2542,338.1928165,23.943726,0.6542857,t17_f5_c3,19.6174,0.3775,True,False,False,correction_0.0.1,0.0,0.9999855,645120208.0,ZTF21aarakan
ztf,59320.49668980017,1566496680815015023,2,1566496680815,19.6474,1,1566,5.37742,19.7167,18.8656,0.224255,0.1915,338.1926317,23.9437066,0.372857,t17_f5_c3,18.7039,0.2099,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59321.493506900035,1567493500815015001,2,1567493500815,20.25394,1,1567,5.848495,20.011831,19.8121,0.1746542,0.2993,338.1928058,23.9437018,0.76428574,t17_f5_c3,19.9472,0.4299,True,False,False,correction_0.0.1,0.0,0.99969643,645120208.0,ZTF21aarakan
ztf,59321.495532399975,1567495530815015002,2,1567495530815,20.2202,1,1567,5.9546,20.1215,20.3996,0.22423,0.5164,338.1928027,23.9436382,0.728571,t17_f5_c3,20.3255,0.6151,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59321.497569399886,1567497560815015002,2,1567497560815,20.171766,1,1567,5.8243465,20.168135,20.0604,0.20044276,0.3884,338.1928948,23.9437619,0.7828571,t17_f5_c3,20.4714,0.7209,True,False,False,correction_0.0.1,0.0,0.99953294,645120208.0,ZTF21aarakan
ztf,59321.499606499914,1567499600815015003,2,1567499600815,20.15017,1,1567,5.9677987,20.06891,19.985,0.19955748,0.3693,338.1928531,23.9436934,0.8214286,t17_f5_c3,20.1472,0.5466,True,False,False,correction_0.0.1,0.0,0.9999949,645120208.0,ZTF21aarakan
ztf,59321.501643499825,1567501640815015003,2,1567501640815,20.0674,1,1567,5.6983,20.2215,20.0105,0.251773,0.4021,338.1927279,23.9436773,0.722857,t17_f5_c3,19.4509,0.3055,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59322.50061339978,1568500610815015001,2,1568500610815,19.7458,1,1568,5.81039,19.7958,19.4552,0.217538,0.2489,338.1927177,23.9434399,0.644286,t17_f5_c3,19.3682,0.2953,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59323.49731480004,1569497310815015001,2,1569497310815,20.1189,1,1569,5.84326,20.0241,19.8688,0.21901,0.3389,338.1928413,23.9437269,0.734286,t17_f5_c3,20.3854,0.6964,False,False,False,correction_0.0.1,0.0,,,ZTF21aarakan
ztf,59324.494618100114,1570494610815015018,2,1570494610815,20.240805,1,1570,5.608883,20.188887,20.1634,0.20508271,0.4052,338.1927217,23.9437423,0.80285716,t17_f5_c3,20.2991,0.5822,True,False,False,correction_0.0.1,0.0,0.99997044,645120208.0,ZTF21aarakan
ztf,59324.49854170019,1570498540815015001,2,1570498540815,20.20223,1,1570,5.522034,20.091175,20.1075,0.19185463,0.4035,338.1926799,23.9437039,0.83285713,t17_f5_c3,20.1218,0.518,True,False,False,correction_0.0.1,0.0,0.99427676,645120208.0,ZTF21aarakan
