tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60598.13042820012,2844130423015015003,2,2844130423015,19.840069,1,2844,1.6256577,18.278275,17.9952,0.1580099,0.078,302.7271588,10.5585798,0.39857143,t17_f5_c3,17.95,0.093,True,False,False,24.5.1,0.0,0.6663705,542120230.0,,,,,ZTF21aanffck
ztf,60727.55603010021,2973556035015015001,2,2973556035015,19.1471,1,2973,0.519639,17.6085,17.4948,0.132237,0.0718,302.7270341,10.5588518,0.584286,t17_f5_c3,17.5321,0.0935,False,True,True,26.0.1,0.0,,,2.978548033015015e+18,15.416325,0.008038859,0.01755832,ZTF21aanffck
ztf,60730.553333300166,2976553333015015002,2,2976553333015,19.6414,1,2976,1.04844,18.1843,17.7582,0.099512,0.0745,302.7270625,10.5587235,0.46,t17_f5_c3,17.6895,0.0876,False,True,True,26.0.1,0.0,,,2.978548033015015e+18,15.428626,100.0,0.007863326,ZTF21aanffck
ztf,60731.54209489981,2977542093015015002,2,2977542093015,19.8015,1,2977,1.74062,18.6198,18.016,0.172063,0.078,302.7271363,10.558539,0.365714,t17_f5_c3,17.9284,0.089,False,False,False,26.0.1,0.0,,,2.978548033015015e+18,,,,ZTF21aanffck
ztf,60731.54611109989,2977546113015015002,2,2977546113015,19.7522,1,2977,1.57441,18.5374,17.9219,0.182143,0.0742,302.7271278,10.5585853,0.368571,t17_f5_c3,17.8743,0.0886,False,False,False,26.0.1,0.0,,,2.978548033015015e+18,,,,ZTF21aanffck
ztf,60731.54611109989,2977546113015015003,2,2977546113015,19.7522,1,2977,1.67006,18.1188,17.9015,0.100954,0.0739,302.7270552,10.5585467,0.408571,t17_f5_c3,17.8413,0.0865,False,False,False,26.0.1,0.0,,,2.978548033015015e+18,,,,ZTF21aanffck
ztf,60732.5480324002,2978548033015015002,2,2978548033015,19.702187,1,2978,1.8794651,18.430567,18.0642,0.15310472,0.0902,302.7272294,10.558523,0.37142858,t17_f5_c3,18.1024,0.1165,True,False,False,26.0.1,0.0,0.01811376,542120230.0,,,,,ZTF21aanffck
ztf,60761.50907409983,3007509073015015017,1,3007509073015,18.4059,1,3007,0.904421,18.5724,18.558,0.29265,0.3902,302.7271182,10.5587795,0.654286,t17_f5_c3,18.3212,0.4002,False,True,False,26.0.1,0.0,,,3.035430303015015e+18,16.485298,0.036601663,0.042806376,ZTF21aanffck
ztf,60771.47510420019,3017475103015015010,2,3017475103015,19.9998,1,3017,1.46289,18.3545,17.8262,0.091291,0.0569,302.727316,10.5587229,0.31,t17_f5_c3,17.8375,0.0702,False,False,False,26.0.1,0.0,,,3.035430303015015e+18,,,,ZTF21aanffck
ztf,60774.48589120014,3020485893015015008,2,3020485893015,20.276186,1,3020,1.60389,18.273157,17.9217,0.14338987,0.0565,302.7271549,10.5585824,0.46142858,t17_f5_c3,17.8746,0.0651,True,False,False,26.0.1,0.0,0.487895,542120230.0,,,,,ZTF21aanffck
ztf,60785.45776619995,3031457763015015004,2,3031457763015,20.1356,1,3031,1.30838,18.215,17.8428,0.188441,0.057,302.727121,10.5586614,0.304286,t17_f5_c3,17.8621,0.0705,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,15.431021,100.0,0.014507205,ZTF21aanffck
ztf,60787.453356499784,3033453353015015002,1,3033453353015,20.2471,1,3033,0.66838,18.6841,18.531,0.100624,0.083,302.7270983,10.5588418,0.898571,t17_f5_c3,18.5604,0.1057,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,16.500937,100.0,0.013472146,ZTF21aanffck
ztf,60787.48240739992,3033482403015015011,2,3033482403015,20.2295,1,3033,1.19187,17.8068,17.6968,0.092636,0.0442,302.7271987,10.5587279,0.434286,t17_f5_c3,17.7087,0.0541,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,15.393528,100.0,0.010033917,ZTF21aanffck
ztf,60787.48240739992,3033482403015015012,2,3033482403015,20.2295,1,3033,0.822272,17.5506,17.6962,0.048575,0.0453,302.7270489,10.5587858,0.627143,t17_f5_c3,17.696,0.0542,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,15.362672,100.0,0.0064750277,ZTF21aanffck
ztf,60789.43030089978,3035430303015015003,2,3035430303015,20.199564,1,3035,1.7159024,17.943144,17.6275,0.091261804,0.0412,302.7273361,10.558645,0.45285714,t17_f5_c3,17.6324,0.0495,True,False,False,26.0.1,0.0,0.940235,542120230.0,,,,,ZTF21aanffck
ztf,60795.43549769977,3041435493015015007,2,3041435493015,20.4607,1,3041,1.51265,17.9696,17.7116,0.096324,0.0402,302.7273844,10.5587829,0.305714,t17_f5_c3,17.7202,0.0477,False,False,True,27.5.6,0.0,,,3.048484563015015e+18,,,,ZTF21aanffck
ztf,60795.46870370023,3041468703015015006,1,3041468703015,20.4666,1,3041,0.766287,18.987,18.7181,0.103993,0.0779,302.7270243,10.5587995,0.822857,t17_f5_c3,18.6084,0.086,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,16.536915,100.0,0.010888559,ZTF21aanffck
ztf,60797.43457179982,3043434573015015008,2,3043434573015,20.6668,1,3043,0.899992,17.7498,17.4482,0.230899,0.03,302.7271771,10.5588127,0.37,t17_f5_c3,17.4034,0.0331,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,15.387207,0.018442446,0.02620505,ZTF21aanffck
ztf,60797.47457179986,3043474573015015013,1,3043474573015,20.8352,1,3043,0.657638,18.5485,18.3819,0.087736,0.0511,302.7270204,10.5588303,0.794286,t17_f5_c3,18.3514,0.0591,False,True,False,27.5.6,0.0,,,3.048484563015015e+18,16.48177,100.0,0.013076331,ZTF21aanffck
ztf,60802.48456020001,3048484563015015004,2,3048484563015,20.439825,1,3048,1.3681272,18.044449,17.7971,0.086715296,0.0433,302.7271678,10.5586582,0.4542857,t17_f5_c3,17.838,0.0529,True,True,False,27.5.6,0.0,0.7704184,542120230.0,,15.416896,100.0,0.007710358,ZTF21aanffck
ztf,60805.42635420011,3051426353015015006,2,3051426353015,20.117249,1,3051,1.3306584,17.838896,17.5723,0.16148464,0.0459,302.7271715,10.5586709,0.2942857,t17_f5_c3,17.5568,0.0551,True,True,False,27.5.6,0.0,0.47676918,542120230.0,,15.396958,100.0,0.017035557,ZTF21aanffck
ztf,60847.3376042,3093337603015015006,2,3093337603015,20.6564,1,3093,0.987423,17.4265,17.1986,0.111439,0.0233,302.7271859,10.5587891,0.395714,t17_f5_c3,17.186,0.0265,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.345287,100.0,0.01638898,ZTF21aanffck
ztf,60847.395161999855,3093395163015015003,1,3093395163015,20.3716,1,3093,0.62418,18.323,18.2774,0.073275,0.0502,302.7271034,10.55886,0.907143,t17_f5_c3,18.2759,0.0607,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.445045,100.0,0.012994922,ZTF21aanffck
ztf,60849.33569440013,3095335693015015008,1,3095335693015,20.799,1,3095,0.568522,18.2725,18.2295,0.098976,0.0461,302.7270623,10.5588615,0.791429,t17_f5_c3,18.1876,0.0531,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.435915,100.0,0.018234609,ZTF21aanffck
ztf,60851.37910880009,3097379103015015005,2,3097379103015,20.4682,1,3097,1.15546,17.578,17.3706,0.149287,0.0293,302.7272091,10.5587491,0.33,t17_f5_c3,17.3543,0.0338,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.366284,0.0067491815,0.019468669,ZTF21aanffck
ztf,60853.355763900094,3099355763015025006,2,3099355763015,20.5853,1,3099,1.05398,17.7002,17.4738,0.151573,0.0309,302.72719,10.5587721,0.411429,t17_f5_c3,17.4446,0.0349,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.381462,100.0,0.017911304,ZTF21aanffck
ztf,60858.38372689998,3104383723015015010,1,3104383723015,20.948,1,3104,0.405,18.257,18.1931,0.114498,0.0407,302.7270618,10.5589064,0.801429,t17_f5_c3,18.1762,0.0472,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.433043,0.0028197407,0.021341022,ZTF21aanffck
ztf,60862.35783560015,3108357833015015011,2,3108357833015,20.5774,1,3108,1.34124,17.5411,17.3508,0.042953,0.0281,302.7272823,10.5587367,0.344286,t17_f5_c3,17.3745,0.0336,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.361401,100.0,0.005769179,ZTF21aanffck
ztf,60864.364733799826,3110364733015025010,2,3110364733015,20.1311,1,3110,1.08614,17.7543,17.6104,0.161635,0.0458,302.7271326,10.5587306,0.457143,t17_f5_c3,17.6181,0.0561,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.387716,100.0,0.018276896,ZTF21aanffck
ztf,60864.43112270022,3110431123015015011,1,3110431123015,20.3531,1,3110,0.500668,18.496,18.3148,0.128896,0.0639,302.7270275,10.5588753,0.814286,t17_f5_c3,18.2492,0.0743,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.473783,100.0,0.020014852,ZTF21aanffck
ztf,60866.37814809987,3112378143015015004,2,3112378143015,19.4571,1,3112,0.828613,17.5386,17.3377,0.094696,0.0626,302.7271439,10.5588137,0.571429,t17_f5_c3,17.2998,0.0762,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.361065,100.0,0.012744337,ZTF21aanffck
ztf,60868.23234950006,3114232343015015003,1,3114232343015,19.2704,1,3114,0.587707,18.3051,18.236,0.13494,0.1407,302.7270736,10.5588585,0.925714,t17_f5_c3,18.4439,0.2174,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.441849,0.011558767,0.024257177,ZTF21aanffck
ztf,60868.37725690007,3114377253015015001,2,3114377253015,19.5344,1,3114,0.330308,17.3703,17.2705,0.058985,0.0498,302.7270365,10.5589245,0.71,t17_f5_c3,17.2933,0.0636,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.336838,100.0,0.009064762,ZTF21aanffck
ztf,60868.37725690007,3114377253015015002,2,3114377253015,19.5344,1,3114,0.740522,17.5411,17.2828,0.152821,0.05,302.7271451,10.5588467,0.477143,t17_f5_c3,17.2713,0.0621,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.361401,0.009530178,0.020525966,ZTF21aanffck
ztf,60870.24542819988,3116245423015015001,1,3116245423015,19.4859,1,3116,0.35849,18.1543,18.1478,0.09734,0.1148,302.7270424,10.5589171,0.885714,t17_f5_c3,18.2835,0.1652,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.41315,100.0,0.019580834,ZTF21aanffck
ztf,60870.28158560023,3116281583015015002,2,3116281583015,19.5473,1,3116,0.79198,17.6323,17.3641,0.138658,0.0612,302.7271448,10.5588269,0.444286,t17_f5_c3,17.4183,0.0808,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.373214,100.0,0.017310547,ZTF21aanffck
ztf,60872.4120139,3118412013015015000,2,3118412013015,19.6481,1,3118,0.65691,17.6535,17.536,0.104176,0.0572,302.7270831,10.5588406,0.74,t17_f5_c3,17.5222,0.0705,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.375838,100.0,0.01278507,ZTF21aanffck
ztf,60872.4120139,3118412013015015001,2,3118412013015,19.6481,1,3118,0.493961,17.463,17.4577,0.059859,0.0538,302.7270431,10.5588782,0.79,t17_f5_c3,17.3813,0.0623,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,15.350578,100.0,0.008553841,ZTF21aanffck
ztf,60875.29967590002,3121299673015015002,1,3121299673015,20.5408,1,3121,0.45735,18.5222,18.4494,0.067698,0.0593,302.7270911,10.5589058,0.882857,t17_f5_c3,18.4046,0.0691,False,True,False,27.5.6,0.0,,,3.121351993015015e+18,16.47781,100.0,0.010299589,ZTF21aanffck
ztf,60875.35199069977,3121351993015015004,2,3121351993015,20.478218,1,3121,1.4295118,17.587835,17.5369,0.06863325,0.0331,302.7272565,10.5586857,0.33,t17_f5_c3,17.558,0.0399,True,False,True,27.5.6,0.0,0.8455674,542120230.0,,,,,ZTF21aanffck
ztf,60903.23238429986,3149232383015025008,1,3149232383015,20.6852,1,3149,0.570622,18.5581,18.4251,0.109793,0.0535,302.7270876,10.5588683,0.781429,t17_f5_c3,18.4153,0.064,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.483196,100.0,0.016241008,ZTF21aanffck
ztf,60909.30123839993,3155301233015015007,1,3155301233015,20.7056,1,3155,0.368383,18.0987,18.0966,0.124159,0.0439,302.7270563,10.5589182,0.781429,t17_f5_c3,18.1125,0.0535,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.401735,0.015945882,0.026013102,ZTF21aanffck
ztf,60911.25542820012,3157255423015015003,1,3157255423015,20.5782,1,3157,0.41322,18.2742,18.1824,0.09021,0.0493,302.7269888,10.5589024,0.867143,t17_f5_c3,18.1325,0.0572,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.436228,100.0,0.01659839,ZTF21aanffck
ztf,60911.30835650023,3157308353015015005,2,3157308353015,20.4963,1,3157,0.95555,17.561,17.3221,0.140591,0.0283,302.7272024,10.5588152,0.414286,t17_f5_c3,17.3086,0.0327,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,15.364053,0.00364937,0.018585674,ZTF21aanffck
ztf,60913.338958300184,3159338953015015008,1,3159338953015,20.5801,1,3159,0.643503,18.3843,18.4131,0.125336,0.063,302.7270929,10.5588469,0.814286,t17_f5_c3,18.4073,0.0762,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.455666,100.0,0.021213988,ZTF21aanffck
ztf,60916.19974539988,3162199743015015008,1,3162199743015,20.6821,1,3162,0.345363,18.5086,18.3611,0.109425,0.0548,302.7270568,10.5589251,0.825714,t17_f5_c3,18.3442,0.0654,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.475729,100.0,0.016825514,ZTF21aanffck
ztf,60918.27702549985,3164277023015015009,1,3164277023015,20.5835,1,3164,0.549986,18.0907,18.0783,0.083753,0.0447,302.7270264,10.5588614,0.891429,t17_f5_c3,18.0793,0.0544,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.400053,100.0,0.017649878,ZTF21aanffck
ztf,60920.20346060023,3166203463015015008,2,3166203463015,20.0472,1,3166,0.938522,17.5158,17.2613,0.087025,0.036,302.7271624,10.5587912,0.4,t17_f5_c3,17.2214,0.0424,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,15.357968,100.0,0.011926451,ZTF21aanffck
ztf,60922.18423609994,3168184233015015005,1,3168184233015,19.7454,1,3168,0.329278,18.288,18.0459,0.130976,0.0929,302.7270896,10.558952,0.69,t17_f5_c3,17.9277,0.1058,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,16.438755,0.010798844,0.023850285,ZTF21aanffck
ztf,60922.24185189977,3168241853015015003,2,3168241853015,19.7688,1,3168,0.879808,17.5986,17.3944,0.143276,0.052,302.7271563,10.5588059,0.374286,t17_f5_c3,17.3904,0.0646,False,True,False,27.5.6,0.0,,,3.170172983015015e+18,15.368949,0.0016295586,0.018378627,ZTF21aanffck
ztf,60924.17298609996,3170172983015015005,2,3170172983015,19.592915,1,3170,1.4681151,17.665169,17.5215,0.1395023,0.0658,302.7273005,10.5587032,0.33714285,t17_f5_c3,17.4835,0.0798,True,False,True,27.5.6,0.0,0.545428,542120230.0,,,,,ZTF21aanffck
