tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58751.22571759997,997225714115015001,2,997225714115,20.3312,1,997,6.05925,19.8985,19.6129,0.163872,0.2298,323.3196329,63.7884936,0.418571,,20.0014,0.4099,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58751.24631940015,997246314115015005,1,997246314115,20.5234,1,997,5.7435,20.337,20.2949,0.237666,0.3321,323.319445,63.7884962,0.532857,,20.1951,0.3817,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58754.16126159998,1000161264115015004,2,1000161264115,20.757357,1,1000,6.2853775,19.79343,20.2185,0.16765645,0.3324,323.3197756,63.7885018,0.3157143,0.50740564,21.0097,0.8285,830120241.0,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58754.18975690007,1000189754115015008,1,1000189754115,20.872229,1,1000,6.039294,20.295412,20.2279,0.1811068,0.2498,323.3196184,63.788544,0.66,0.9785188,20.4617,0.3817,830120141.0,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58754.224965299945,1000224964115015004,2,1000224964115,20.6093,1,1000,5.52902,19.7253,19.688,0.194004,0.2075,323.3192982,63.7884749,0.53,,19.754,0.2715,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58754.23586810008,1000235864115015002,1,1000235864115,20.7248,1,1000,5.63121,20.4486,20.7575,0.246381,0.4056,323.3193885,63.7884291,0.29,,20.6766,0.4705,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58754.24556710012,1000245564115015003,1,1000245564115,20.7418,1,1000,6.06686,20.4609,20.204,0.190093,0.2475,323.319663,63.7884536,0.575714,,20.2757,0.3307,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58757.30285880016,1003302854115015002,2,1003302854115,20.4685,1,1003,5.88394,19.5613,20.3452,0.146387,0.4401,323.3194825,63.788609,0.388571,,20.4171,0.5751,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58758.17019680003,1004170194115015001,2,1004170194115,20.490273,1,1004,5.6017103,19.579979,20.1222,0.16750768,0.3528,323.3193433,63.7884985,0.4642857,0.7215456,19.971,0.3729,830120241.0,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58758.22037040023,1004220374115015004,2,1004220374115,20.539871,1,1004,5.879877,19.598833,19.854,0.18402551,0.268,323.319499,63.7885548,0.40285715,0.20230648,20.4394,0.5618,830120241.0,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58758.24100690009,1004241004115015005,1,1004241004115,20.7021,1,1004,5.89251,20.2029,20.5793,0.221461,0.4038,323.3195551,63.788441,0.527143,,20.2953,0.3869,,False,False,False,bulk_1.0.0,0.0,1.004250724115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58758.250729199965,1004250724115015004,1,1004250724115,20.69437,1,1004,5.9041696,20.303892,20.106,0.19856705,0.2613,323.3195525,63.7884799,0.54571426,0.9894958,19.9232,0.2765,830120141.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,ZTF18abfkxrz
ztf,58967.406122699846,1213406124115015001,2,1213406124115,20.2771,1,1213,5.64559,19.4881,19.2939,0.163117,0.1839,323.3193871,63.7884213,0.26,,19.0536,0.182,,False,False,False,bulk_1.0.0,0.0,1.214469594115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,58968.46959490003,1214469594115015002,1,1214469594115,20.703424,1,1214,6.0510516,20.094149,20.0873,0.17686817,0.2515,323.3196291,63.7885382,0.7157143,0.97086096,20.1832,0.3422,830120141.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,ZTF18abfkxrz
ztf,59016.37356479978,1262373564115015002,1,1262373564115,20.57972,1,1262,5.876921,19.744434,19.7004,0.20383105,0.2028,323.3195046,63.7885636,0.47428572,0.98956275,19.4973,0.2096,830120141.0,False,False,False,bulk_1.0.0,0.0,1.265349664115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59016.47651620023,1262476514115015000,2,1262476514115,20.506922,1,1262,5.913238,19.056744,19.3959,0.114458814,0.1709,323.3195205,63.7885489,0.79,0.9438931,19.4009,0.2126,830120241.0,False,False,False,bulk_1.0.0,0.0,1.265349664115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59019.349664399866,1265349664115015008,1,1265349664115,20.840641,1,1265,5.8937697,19.776617,19.7364,0.13835533,0.1678,323.319539,63.7885197,0.8042857,0.9595015,19.7663,0.2138,830120141.0,False,False,False,bulk_1.0.0,0.0,1.268361414115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59019.39353010012,1265393534115015003,2,1265393534115,20.8253,1,1265,5.7405,20.2508,19.5476,0.198519,0.165,323.3194513,63.7883668,0.124286,,20.6781,0.567,,False,False,False,bulk_1.0.0,0.0,1.268361414115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59022.36141199991,1268361414115015001,1,1268361414115,20.55356,1,1268,5.4643683,20.06246,20.0863,0.17349191,0.2485,323.3192793,63.7884482,0.29857144,0.9954978,20.1281,0.3237,830120141.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,ZTF18abfkxrz
ztf,59075.34542819997,1321345424115015002,1,1321345424115,20.72232,1,1321,5.906945,19.82346,20.0099,0.16163701,0.2375,323.3195319,63.7885402,0.7057143,0.99270904,19.9844,0.2879,830120141.0,False,False,False,bulk_1.0.0,0.0,1.321395984115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59075.395983799826,1321395984115015003,1,1321395984115,20.570005,1,1321,5.888821,19.870478,20.2987,0.17720386,0.3368,323.3195394,63.7885078,0.72,0.9990535,19.8601,0.2827,830120141.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,ZTF18abfkxrz
ztf,59110.317893499974,1356317894115015005,1,1356317894115,20.1384,1,1356,6.09318,20.1729,20.6542,0.263468,0.6563,323.3196654,63.7885104,0.488571,,20.0508,0.4767,,False,False,False,bulk_1.0.0,0.0,1.362257804115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59113.26194440015,1359261944115015003,2,1359261944115,20.613583,1,1359,5.9018493,19.275621,19.6804,0.10676868,0.2163,323.3195246,63.7885154,0.72571427,0.519159,19.7113,0.2711,830120241.0,False,False,False,bulk_1.0.0,0.0,1.362257804115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59113.36857639998,1359368574115015004,1,1359368574115,20.155554,1,1359,5.7588763,19.799015,19.7749,0.21071032,0.2423,323.3194621,63.7884742,0.6942857,0.9278219,19.4492,0.2281,830120141.0,False,False,False,bulk_1.0.0,0.0,1.362257804115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59116.25780089991,1362257804115015003,1,1362257804115,20.42865,1,1362,6.0237217,19.977201,20.233,0.17683646,0.3581,323.3196109,63.7885386,0.7114286,0.9861226,20.4245,0.5391,830120141.0,False,False,False,bulk_1.0.0,0.0,1.362323614115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59116.323611100204,1362323614115015002,2,1362323614115,20.666533,1,1362,5.9357295,19.385365,19.3439,0.10049467,0.1557,323.3195323,63.7885573,0.76,0.6954436,19.5873,0.2352,830120241.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,ZTF18abfkxrz
ztf,59329.45550929988,1575455504115015002,2,1575455504115,19.676655,1,1575,5.419604,19.372713,19.0434,0.14937457,0.2178,323.319234,63.7884556,0.25285715,0.9880478,19.5377,0.4352,830120241.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59329.45550929988,1575455504115035002,2,1575455504115,19.6767,1,1575,5.4196,19.3727,19.0434,0.149375,0.2178,323.319234,63.7884556,0.252857,,19.5377,0.4352,,False,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59329.47024310008,1575470244115035001,1,1575470244115,19.4928,1,1575,6.25131,19.612,19.5751,0.269194,0.3827,323.3197728,63.7885239,0.494286,,19.7361,0.5695,,False,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59353.41568290023,1599415684115015002,1,1599415684115,20.3156,1,1599,5.99856,20.3002,20.1711,0.234769,0.289,323.3196222,63.7884464,0.341429,,20.0623,0.3338,,False,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59353.46608800022,1599466084115015001,2,1599466084115,20.164816,1,1599,4.9944897,19.709446,19.4516,0.1921222,0.1889,323.318965,63.7884531,0.19,0.4909644,19.5506,0.2603,830120241.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59385.38199070003,1631381994115015002,2,1631381994115,20.414524,1,1631,5.6536064,19.121267,18.963,0.121160984,0.1217,323.3193808,63.788448,0.24714285,0.16521227,18.9813,0.1529,830120241.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59385.40741899982,1631407414115015002,1,1631407414115,20.51559,1,1631,5.7849865,19.893778,19.7699,0.15267453,0.1946,323.3194764,63.7884784,0.7442857,0.99263024,19.6762,0.2239,830120141.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59438.32993059978,1684329934115015000,2,1684329934115,20.512817,1,1684,5.8408084,19.60213,19.2586,0.1464654,0.1616,323.319496,63.7884872,0.50285715,0.556488,19.5799,0.2643,830120241.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59440.28449069988,1686284494115015003,1,1686284494115,20.5066,1,1686,5.994,20.3734,20.2464,0.232391,0.3419,323.319599,63.7885286,0.542857,,20.0192,0.3502,,False,False,False,correction_1.0.6,0.0,1.686307814115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59440.307812499814,1686307814115015001,2,1686307814115,20.604736,1,1686,5.8506894,19.450296,19.1475,0.12150443,0.1361,323.3194847,63.7885384,0.65,0.88952756,19.3094,0.1906,830120241.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59442.30699069984,1688306994115015003,1,1688306994115,20.203375,1,1688,5.9193172,20.011293,19.968,0.2096937,0.2804,323.3195561,63.7885233,0.6142857,0.8559155,19.8581,0.3212,830120141.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59442.34332180023,1688343324115015001,2,1688343324115,20.61859,1,1688,5.7923193,19.450851,19.6957,0.09611459,0.2181,323.319443,63.7885496,0.6614286,0.2558769,19.7377,0.2745,830120241.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59476.255740699824,1722255744115015000,1,1722255744115,19.7623,1,1722,5.67745,19.8001,20.3124,0.226432,0.6949,323.3194112,63.7884652,0.475714,,19.6788,0.4956,,False,False,False,correction_1.0.6,0.0,1.722341624115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,59476.34162040008,1722341624115015001,2,1722341624115,19.994556,1,1722,5.774329,19.68136,19.6718,0.19099717,0.3373,323.319438,63.7885318,0.34142858,0.07416156,19.9071,0.525,830120241.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59524.13887730008,1770138874115015003,1,1770138874115,20.740633,1,1770,5.9166045,19.874704,20.018,0.14876638,0.2353,323.3195444,63.7885439,0.6357143,0.9976382,20.1523,0.3318,830120141.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59526.13271989999,1772132714115015003,2,1772132714115,20.49231,1,1772,5.8744206,18.972612,19.1664,0.11787089,0.1414,323.3195057,63.78854,0.76,0.82979065,19.247,0.1873,830120241.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59526.203009299934,1772203004115015004,1,1772203004115,20.755152,1,1772,6.055676,19.580406,19.8808,0.10922999,0.2064,323.3196285,63.7885622,0.7785714,0.95973235,19.7679,0.233,830120141.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59529.18290509982,1775182904115015001,2,1775182904115,20.327776,1,1775,5.8036804,19.316893,19.2573,0.10050887,0.1697,323.3194763,63.7884896,0.8242857,0.96532655,19.3009,0.2181,830120241.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59757.369618100114,2003369614115015002,1,2003369614115,20.541203,1,2003,5.9330306,19.435787,19.496,0.10503385,0.1608,323.3195519,63.7885407,0.8428571,0.9915899,19.4474,0.1932,830120141.0,True,False,False,1.1.2,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59757.41254629986,2003412544115015003,1,2003412544115,20.684578,1,2003,5.96902,19.548923,19.6732,0.12290097,0.1733,323.3195821,63.7885318,0.8457143,0.99910253,19.5355,0.1905,830120141.0,True,False,False,1.1.2,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59759.347638899926,2005347634115015002,2,2005347634115,20.708212,1,2005,5.9091268,19.302622,19.1641,0.10023196,0.1263,323.319526,63.7885448,0.7128571,0.48506433,19.4746,0.2044,830120241.0,True,False,False,1.1.2,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59759.429236100055,2005429234115015005,1,2005429234115,20.791176,1,2005,5.839107,19.716576,19.7262,0.1283204,0.1762,323.3194905,63.7885501,0.7171429,0.8115059,19.4441,0.1687,830120141.0,True,False,False,1.1.2,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59808.248205999844,2054248204115015002,1,2054248204115,20.208168,1,2054,5.8837156,19.82616,20.2298,0.19398724,0.4518,323.3195247,63.7885383,0.5314286,0.9951607,20.0943,0.5051,830120141.0,True,False,False,dev,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59849.18032409996,2095180324115015004,2,2095180324115,20.634775,1,2095,5.902624,19.457663,19.6404,0.12622607,0.2044,323.3195183,63.7885384,0.6571429,0.00235152,19.6533,0.2514,830120241.0,True,False,False,dev,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59851.18200229993,2097182004115015001,2,2097182004115,20.672905,1,2097,5.820146,19.070978,19.4478,0.12203766,0.1699,323.3194665,63.7885554,0.6514286,0.15252414,19.5084,0.2165,830120241.0,True,False,False,dev,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59851.20129630016,2097201294115015002,1,2097201294115,20.640137,1,2097,5.972238,19.787394,19.9935,0.1370516,0.2425,323.3195775,63.788544,0.81285715,0.99383366,19.7607,0.2454,830120141.0,True,False,False,dev,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59853.32249999978,2099322504115015002,1,2099322504115,20.821135,1,2099,5.9247665,19.816698,20.0459,0.1551234,0.2271,323.319559,63.7885195,0.40571427,0.85545504,19.8628,0.238,830120141.0,True,False,False,dev,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,59855.33973379992,2101339734115015007,2,2101339734115,20.67297,1,2101,5.9008927,19.487383,19.2549,0.11390876,0.1434,323.3195291,63.7885032,0.5371429,0.55180955,19.3497,0.1875,830120241.0,True,False,False,dev,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60113.43554400001,2359435544115015004,1,2359435544115,20.7372,1,2359,5.68627,20.0697,19.6519,0.206137,0.1664,323.319431,63.7884141,0.195714,,19.7465,0.225,,False,False,False,1.2.0,0.0,2.359453134115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60113.45313660009,2359453134115015002,2,2359453134115,20.722744,1,2359,5.9947457,19.690533,19.9765,0.14106247,0.2643,323.3195762,63.788544,0.48285714,0.01283726,19.9934,0.3246,830120241.0,True,False,False,1.2.0,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60116.310023100115,2362310024115015001,2,2362310024115,20.003023,1,2362,5.8994727,19.082623,19.0085,0.13972016,0.1441,323.3195342,63.7884835,0.71,0.47396958,19.2962,0.2404,830120241.0,True,False,False,1.2.0,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60116.408946800046,2362408944115015002,1,2362408944115,20.169619,1,2362,5.681199,19.864344,19.5373,0.19911557,0.1902,323.3193997,63.7885205,0.41285715,0.9931934,19.7902,0.3053,830120141.0,True,False,False,1.2.0,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60119.3505092999,2365350504115015001,2,2365350504115,20.567778,1,2365,5.8129277,19.43468,19.1856,0.13632558,0.1393,323.3194993,63.7884204,0.47,0.27605364,19.4463,0.2142,830120241.0,True,False,False,1.2.0,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60121.30436340021,2367304364115015001,2,2367304364115,20.051327,1,2367,6.052774,19.78378,19.4371,0.17001535,0.2191,323.3196236,63.7885377,0.49857143,0.09643924,20.1925,0.5548,830120241.0,True,False,False,1.2.0,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60163.40885420004,2409408854115015003,2,2409408854115,20.48375,1,2409,5.93743,19.612658,19.5876,0.16063663,0.2094,323.3195426,63.7885369,0.45857143,0.20525157,19.4728,0.2323,830120241.0,True,False,False,1.2.0,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60201.181504600216,2447181504115015004,2,2447181504115,20.683298,1,2447,5.813659,19.10621,19.2068,0.09830199,0.1363,323.3194652,63.7885267,0.78,0.43256867,19.4705,0.208,830120241.0,True,False,False,1.2.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60201.309456000105,2447309454115015004,1,2447309454115,20.647804,1,2447,5.7936506,19.494999,19.7073,0.14369914,0.185,323.3194794,63.7884943,0.70428574,0.99358726,19.5642,0.2016,830120141.0,True,False,False,1.2.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60201.309456000105,2447309454115025004,1,2447309454115,20.6478,1,2447,5.79365,19.495,19.7073,0.143699,0.185,323.3194794,63.7884943,0.704286,,19.5642,0.2016,,False,False,False,1.2.1,0.0,2.449242154115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60201.309456000105,2447309454115045004,1,2447309454115,20.6478,1,2447,5.79365,19.495,19.7073,0.143699,0.185,323.3194794,63.7884943,0.704286,,19.5642,0.2016,,False,False,False,1.2.1,0.0,2.449370024115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60203.24215279985,2449242154115015003,2,2449242154115,20.808973,1,2449,5.8399053,19.185444,19.0159,0.08587463,0.1047,323.3194931,63.7885085,0.76857144,0.0648365,19.2233,0.1524,830120241.0,True,False,False,1.2.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60203.37002310017,2449370024115015004,1,2449370024115,20.847681,1,2449,5.8723683,19.82999,19.7969,0.13980854,0.1725,323.319535,63.7884769,0.7228571,0.99955386,19.748,0.2034,830120141.0,True,False,False,1.2.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60205.24618060002,2451246184115015005,2,2451246184115,20.847841,1,2451,5.918366,19.424143,19.2171,0.15250888,0.1232,323.3195264,63.7885372,0.54285717,0.1060622,19.7871,0.2505,830120241.0,True,False,False,1.2.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60207.241736100055,2453241734115015003,1,2453241734115,20.7627,1,2453,6.05784,20.4479,20.7793,0.232848,0.4467,323.3196354,63.7885301,0.441429,,20.7007,0.5202,,False,False,False,1.2.1,0.0,2.453304534115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60207.304537000135,2453304534115015004,2,2453304534115,20.83407,1,2453,5.946151,19.754482,19.7978,0.15968066,0.2091,323.3195494,63.7885366,0.51714283,0.59693056,19.6571,0.2222,830120241.0,True,False,False,1.2.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60311.112222199794,2557112224115015004,1,2557112224115,20.203047,1,2557,5.9006476,19.802763,20.0491,0.18462257,0.3479,323.319549,63.7885036,0.6957143,0.9950645,19.8948,0.3833,830120141.0,True,False,False,23.12.x,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60432.44733799994,2678447334115015002,1,2678447334115,20.318241,1,2678,5.9726295,19.88969,19.6451,0.16824539,0.2291,323.3195833,63.7885264,0.68142855,0.9661292,19.6411,0.2883,830120141.0,True,False,False,24.4.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60434.44914350007,2680449144115015002,1,2680449144115,20.6655,1,2680,5.83356,20.7004,20.734,0.237017,0.4578,323.319501,63.7885039,0.458571,,20.9311,0.682,,False,False,False,24.4.1,0.0,2.680474744115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60434.474745399784,2680474744115015004,2,2680474744115,20.677988,1,2680,5.9034996,19.114195,19.1741,0.11065868,0.1294,323.3195188,63.7885591,0.74857146,0.17397776,19.384,0.1909,830120241.0,True,False,False,24.4.1,0.0,,t17_f5_c3,ZTF18abfkxrz
